gene_id	gene_name	gene_type	seqnames	start	end	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
1482	ENSMUSG00000017747.13	Ghdc	protein_coding	chr11	100766032	100770957	-	3.36115136408633	3.05092329471925	4.99279734568299	5.49079970740823
1483	ENSMUSG00000017754.13	Pltp	protein_coding	chr2	164839518	164857711	-	1.06307669051176	1.0041726544805	0.983680684450746	0.940616442999123
1484	ENSMUSG00000017756.9	Slc12a7	protein_coding	chr13	73733094	73816754	+	1.71644576628823	1.67517121611365	3.01698312117612	3.04495783032711
1485	ENSMUSG00000017760.16	Ctsa	protein_coding	chr2	164832873	164841032	+	37.5754587415527	18.8866257163043	41.030169697279	39.9511776287085
1486	ENSMUSG00000017764.2	Zswim1	protein_coding	chr2	164822686	164826871	+	3.20944384558119	3.2969259261847	3.68139034424637	3.43838394121244
1487	ENSMUSG00000017765.17	Slc12a4	protein_coding	chr8	105943590	105966097	-	2.96988946861085	2.86993633281299	3.62923807568498	3.68376944728064
1488	ENSMUSG00000017767.3	Spata25	protein_coding	chr2	164826389	164828537	-	0.0195102544234556	0.0714712654451427	0.0546687594765943	0.0327850866103468
1489	ENSMUSG00000017774.19	Myo1c	protein_coding	chr11	75650504	75673910	+	36.9036287372521	29.0769282743621	38.6391224400431	36.5901848894554
1490	ENSMUSG00000017776.15	Crk	protein_coding	chr11	75679259	75706908	+	6.551681599808	13.6639377394037	12.03887348314	12.2018909027797
1491	ENSMUSG00000017778.14	Cox7c	protein_coding	chr13	86044816	86046904	-	7.6971878176997	8.12451663719655	6.46756559669939	7.24010276646424
1492	ENSMUSG00000017781.17	Pitpna	protein_coding	chr11	75588097	75628804	+	5.7173514426644	6.06244250787795	5.76887279859429	5.74411598426746
1493	ENSMUSG00000017801.15	Mlx	protein_coding	chr11	101087277	101092207	+	6.52847147124047	5.02522005896123	6.38830070069073	5.96614094975647
1494	ENSMUSG00000017802.14	Retreg3	protein_coding	chr11	101096322	101119893	-	6.96066877746792	3.46496915657887	5.4800960880445	5.52021799321645
1495	ENSMUSG00000017817.11	Jph2	protein_coding	chr2	163336242	163397993	-	0.010179922552246	0.0155382380625584	0.0422165243785054	0.0262297682450093
1496	ENSMUSG00000017830.15	Dhx58	protein_coding	chr11	100694884	100704271	-	0.0602704120348745	0.0654182499951706	0.0250193875265206	0.0450126980115211
1497	ENSMUSG00000017831.8	Rab5a	protein_coding	chr17	53479234	53507680	+	4.51697986549436	3.22397441381873	5.0800642053278	5.07343394979874
1498	ENSMUSG00000017832.2	Hspb9	protein_coding	chr11	100713850	100714575	+	0.6936500938193	0.582318296530287	0.712669489055431	0.71231818522232
1499	ENSMUSG00000017837.12	Nkiras2	protein_coding	chr11	100619244	100627607	+	5.41451902845392	3.64847008101317	5.81596111160362	5.88045983705038
1500	ENSMUSG00000017843.14	Ppp2r5c	protein_coding	chr12	110447120	110583062	+	0.818171737470396	1.02103486417757	0.963842779405315	0.986506444368306
1501	ENSMUSG00000017858.12	Ift52	protein_coding	chr2	163017354	163046141	+	1.52421939580912	1.62122362752474	1.83075376786915	1.96684553080821
1502	ENSMUSG00000017861.11	Mybl2	protein_coding	chr2	163054687	163084688	+	1.27745375939793	2.06861679453069	0.280253333804536	0.273855628297487
1503	ENSMUSG00000017868.16	Sgk2	protein_coding	chr2	162987330	163014127	+	0.00938344437845641	0.0121741460284492	0.00350572065099002	0.00175199626920986
1504	ENSMUSG00000017897.18	Eya2	protein_coding	chr2	165595032	165771727	+	0.0156536956286508	0.0535424722974972	0.0206020733808396	0.0195291091197386
1505	ENSMUSG00000017929.13	B4galt5	protein_coding	chr2	167298444	167349183	-	1.19185010035247	0.916782835439769	1.56312118416319	1.63082205198869
1506	ENSMUSG00000017950.16	Hnf4a	protein_coding	chr2	163506808	163572910	+	2.24369165515569	2.34599060531754	2.59187580896194	2.7070774273874
1507	ENSMUSG00000017969.13	Ptgis	protein_coding	chr2	167191805	167240604	-	0.000429394316498112	0.00196623237894432	0.000481274187404351	0.000962073895490001
1508	ENSMUSG00000017999.16	Ddx27	protein_coding	chr2	167015193	167034947	+	7.23217891788476	7.63560156464937	4.85074679610566	4.49661221510698
1509	ENSMUSG00000018001.18	Cyth3	protein_coding	chr5	143622447	143710250	+	0.442214805345107	0.368488532574366	0.533091104504308	0.506093333606194
1510	ENSMUSG00000018008.8	Cyth4	protein_coding	chr15	78597047	78622019	+	0.292006912192672	0.397294889361475	0.150477008304629	0.116562194842745
1511	ENSMUSG00000018012.11	Rac3	protein_coding	chr11	120721470	120723969	+	1.39190324114901	1.12114648928173	0.892813690179578	0.939340616767038
1512	ENSMUSG00000018040.9	Rrp7a	protein_coding	chr15	83113433	83122801	-	8.09932557441455	8.98457434992349	7.16253653354622	7.36447956834237
1513	ENSMUSG00000018042.18	Cyb5r3	protein_coding	chr15	83153494	83172592	-	15.1279680962358	12.4085108073979	21.3127369673271	20.3189187871526
1514	ENSMUSG00000018068.13	Ints2	protein_coding	chr11	86210681	86257575	-	1.26633841328833	1.44741657757149	1.39479830923228	1.39661364814887
1515	ENSMUSG00000018076.12	Med13l	protein_coding	chr5	118560679	118765438	+	0.178472248396311	0.235518621316222	0.185468650452685	0.178040093408357
1516	ENSMUSG00000018102.5	Hist1h2bc	protein_coding	chr13	23684199	23692908	+	3.09413951550324	5.44918543933947	15.5789279520041	14.9432233827211
1517	ENSMUSG00000018126.15	Baiap2l2	protein_coding	chr15	79258195	79285537	-	0.0237573846380855	0.00982592666258107	0.0111664870135646	0.00686829698281275
1518	ENSMUSG00000018143.10	Mafk	protein_coding	chr5	139791513	139802653	+	6.3670857139972	5.99128733726108	7.84472946532587	7.60907132755591
1519	ENSMUSG00000018160.15	Med1	protein_coding	chr11	98152154	98193293	-	2.66286446620329	2.65840220145717	1.43235418871393	1.45333111565989
1520	ENSMUSG00000018166.8	Erbb3	protein_coding	chr10	128567523	128589652	-	0.0208318627826567	0.0190781673362763	0.0350231853833333	0.0318235645709363
1521	ENSMUSG00000018167.10	Stard3	protein_coding	chr11	98358368	98381112	+	1.95960192509819	1.30526661063648	2.26967844523287	2.39963654943037
1522	ENSMUSG00000018169.12	Mfng	protein_coding	chr15	78755882	78773475	-	0.0428775352144881	0.00981699044780238	0.0013349456642497	0.00667143807565744
1523	ENSMUSG00000018171.9	Vmp1	protein_coding	chr11	86583865	86683836	-	2.30938290101349	1.55465176519787	3.24666514452414	3.25281343835916
1524	ENSMUSG00000018189.12	Uchl5	protein_coding	chr1	143777272	143807466	+	2.25751490709493	3.23816742278089	1.59532254073386	1.48258431075071
1525	ENSMUSG00000018196.18	Glrx2	protein_coding	chr1	143716338	143749676	+	0.488998209524137	0.672900313410893	0.680520286241705	0.640753825419567
1526	ENSMUSG00000018199.9	Ro60	protein_coding	chr1	143750790	143777068	-	4.46781856473796	3.76673260347376	3.76890147587404	3.85190707512336
1527	ENSMUSG00000018209.15	Stk4	protein_coding	chr2	164070322	164155524	+	4.02691266599913	2.16738696992038	4.09005425714946	3.87754739573107
1528	ENSMUSG00000018217.12	Pmp22	protein_coding	chr11	63128982	63159547	+	0.511424632262076	0.227279325616605	0.127551972707674	0.103680892254413
1529	ENSMUSG00000018238.6	Gdf9	protein_coding	chr11	53431023	53437904	+	0.00913559653427904	0.0278884388490348	0.0614362132365366	0.0579944883332569
1530	ENSMUSG00000018239.9	Zcchc10	protein_coding	chr11	53324679	53333301	+	2.44244761274012	2.81106633229672	2.34802512170342	2.4476033043023
1531	ENSMUSG00000018286.6	Psmb6	protein_coding	chr11	70525367	70527858	+	52.9528355735575	52.1466661468522	53.7314327605198	53.7426406423871
1532	ENSMUSG00000018287.12	Spag7	protein_coding	chr11	70663771	70669416	-	12.7283102634125	11.8777646578283	12.273305980492	12.3171566700674
1533	ENSMUSG00000018293.4	Pfn1	protein_coding	chr11	70651850	70654644	-	289.4488695112	302.170930492146	240.648560740089	241.336490631232
1534	ENSMUSG00000018322.10	Tomm34	protein_coding	chr2	164053540	164071169	-	2.34750559704538	2.51019457622554	2.51256613807813	2.58056886160361
1535	ENSMUSG00000018326.9	Ywhab	protein_coding	chr2	163994960	164018588	+	30.3952027322509	25.7264068663675	28.9386593345739	28.7912669687227
1536	ENSMUSG00000018334.18	Ksr1	protein_coding	chr11	79013440	79146407	-	0.212743898024084	0.19079339963007	0.215486194821247	0.195077762334821
1537	ENSMUSG00000018339.11	Gpx3	protein_coding	chr11	54902453	54910377	+	0.22741609535185	0.0968704430692621	0.198579232428913	0.168857263344456
1538	ENSMUSG00000018340.13	Anxa6	protein_coding	chr11	54979108	55033445	-	0.850701239141759	0.672783117225825	1.61564943092073	1.5673319223217
1539	ENSMUSG00000018347.16	Zkscan6	protein_coding	chr11	65807175	65829239	+	0.549871903200154	0.506191091248917	0.559892934709129	0.543658282661677
1540	ENSMUSG00000018362.14	Kpna2	protein_coding	chr11	106988629	106999541	-	8.0977890284629	9.05160456117954	3.93006657843755	4.10237817804314
1541	ENSMUSG00000018363.16	Smurf2	protein_coding	chr11	106820066	106920715	-	1.28848163428497	0.890777280001602	1.43785708428693	1.46210365626632
1542	ENSMUSG00000018372.13	Cep95	protein_coding	chr11	106789252	106819930	+	0.586723299512021	0.39596101475615	0.545075224547075	0.495835160845862
1543	ENSMUSG00000018377.10	Vezf1	protein_coding	chr11	88068279	88084729	+	8.70387675031352	8.17763791804656	6.77159092367418	7.13927248821158
1544	ENSMUSG00000018378.13	Cuedc1	protein_coding	chr11	88098058	88194140	+	0.373579075150451	0.42721305111626	0.473224052390006	0.459309229454586
1545	ENSMUSG00000018379.17	Srsf1	protein_coding	chr11	88047373	88053755	+	68.5585632544304	78.2214924098009	44.6162042523599	45.9735272705407
1546	ENSMUSG00000018387.12	Shroom1	protein_coding	chr11	53457205	53467766	+	0.593244007384397	1.56449388682037	0.727187159953071	0.735719570713544
1547	ENSMUSG00000018395.19	Kif3a	protein_coding	chr11	53567379	53601967	+	1.33522161456991	1.71327707227941	2.35821189065821	2.5749051381217
1548	ENSMUSG00000018398.18	Sept8	protein_coding	chr11	53519257	53549565	+	10.7770607942898	9.1435690953792	10.8780600356583	10.7534218697574
1549	ENSMUSG00000018401.17	Mtmr4	protein_coding	chr11	87592162	87616302	+	8.45104693495049	5.38815475081844	4.39067770953094	4.3389201500432
1550	ENSMUSG00000018405.7	Mrm1	protein_coding	chr11	84813061	84819515	-	2.37656301511919	1.83456018815259	2.62003460353646	2.41870020741409
1551	ENSMUSG00000018411.17	Mapt	protein_coding	chr11	104231390	104332090	+	0.0245538586255549	0.0327774178826969	0.0573732072641673	0.0461556718825783
1552	ENSMUSG00000018412.16	Kansl1	protein_coding	chr11	104333229	104468861	-	0.99430834376912	0.789916569336087	1.20725414300476	1.23936967481975
1553	ENSMUSG00000018415.14	Gid4	protein_coding	chr11	60417145	60450927	+	0.88202613352156	0.995800454542434	2.25249141526581	2.28820921759624
1554	ENSMUSG00000018417.14	Myo1b	protein_coding	chr1	51749765	51916071	-	1.16294987736344	0.862424205296764	0.956764104764751	1.01557555279782
1555	ENSMUSG00000018425.18	Dhx40	protein_coding	chr11	86768846	86807746	-	1.20175844633716	1.08381764509331	1.56913449578163	1.54603343437859
1556	ENSMUSG00000018427.8	Ypel2	protein_coding	chr11	86936425	86993707	-	0.502615380164578	0.170185008627258	0.583431964286149	0.610600918253244
1557	ENSMUSG00000018428.15	Akap1	protein_coding	chr11	88830792	88864586	-	1.49742386224363	2.56556125643576	1.35448977598572	1.32117476678528
1558	ENSMUSG00000018433.14	Nol11	protein_coding	chr11	107166663	107189381	-	2.62962812650789	4.61969804420204	2.46766280847006	2.46231326512011
1559	ENSMUSG00000018442.13	Derl2	protein_coding	chr11	71007164	71019841	-	6.61496892243173	5.35116927657124	5.09841790989909	5.11442178748354
1560	ENSMUSG00000018446.8	C1qbp	protein_coding	chr11	70977836	70983026	-	45.1460069692387	50.9774584589308	38.3826010638634	39.1687662105302
1561	ENSMUSG00000018449.12	Rpain	protein_coding	chr11	70970213	70977833	+	1.36393577065519	1.46317719193492	1.4701677765008	1.51257137905342
1562	ENSMUSG00000018451.7	6330403K07Rik	protein_coding	chr11	71031941	71033513	-	0.106636199749574	0.354014636379519	0.104580084922401	0.0746632379548609
1563	ENSMUSG00000018470.8	Kcnab3	protein_coding	chr11	69326258	69333042	+	0.26254291366705	0.308330452557528	0.405045222777705	0.321800316510874
1564	ENSMUSG00000018474.18	Chd3	protein_coding	chr11	69343273	69369406	-	24.8901572468169	25.2577368085726	36.3038418734156	35.6697426677595
1565	ENSMUSG00000018476.7	Kdm6b	protein_coding	chr11	69398508	69413675	-	2.88468251253724	2.45964446474639	4.33882302349496	4.29953919378499
1566	ENSMUSG00000018481.9	Appbp2	protein_coding	chr11	85187262	85235130	-	4.03776673822386	2.56612794718194	4.5030447496233	4.60282671542775
1567	ENSMUSG00000018500.2	Adora2b	protein_coding	chr11	62248984	62266453	+	0.0215909461625877	0.0230689066467707	0.021510743897093	0.0255314166951261
1568	ENSMUSG00000018501.17	Ncor1	protein_coding	chr11	62316426	62458541	-	2.13115651076198	1.9580951639804	2.05862402511524	2.13606829590278
1569	ENSMUSG00000018507.16	Trpv2	protein_coding	chr11	62574486	62600515	+	0.00241507701995367	0.00810981530186442	0.0162412149249148	0.0108221393121557
1570	ENSMUSG00000018509.8	Cenpv	protein_coding	chr11	62524946	62539261	-	1.25592339288711	1.44109587006094	0.836724172286685	0.896985311988511
1571	ENSMUSG00000018537.16	Pcgf2	protein_coding	chr11	97688823	97700497	-	2.83060466819411	2.27998785581573	3.4039577547008	3.45858230789569
1572	ENSMUSG00000018541.10	Cwc25	protein_coding	chr11	97745481	97766556	-	1.49536588038862	1.07263871703158	1.49439252452694	1.47806215474553
1573	ENSMUSG00000018543.8	1700001P01Rik	protein_coding	chr11	97771481	97775918	-	0.0188902530996541	0.0259500132143622	0.0582246314587771	0.0317432346355758
1574	ENSMUSG00000018547.8	Pip4k2b	protein_coding	chr11	97715157	97744704	-	1.75166388227078	2.74338196355014	4.57838787862709	4.40134822323978
1575	ENSMUSG00000018548.15	Trim37	protein_coding	chr11	87127077	87220683	+	0.954510528185954	1.17346921174975	0.784060953329144	0.7779066137251
1576	ENSMUSG00000018559.16	Ctdnep1	protein_coding	chr11	69981156	69990601	+	11.736022244223	11.4693219997943	7.41745265529118	7.43864978135879
1577	ENSMUSG00000018565.17	Elp5	protein_coding	chr11	69968222	69982517	-	5.77389704056434	4.4743187055016	5.1883761921424	5.14804984335649
1578	ENSMUSG00000018566.14	Slc2a4	protein_coding	chr11	69942539	69948188	-	0.0111279942914452	0.0169853379111531	0.00831499347535667	0.0166217893524576
1579	ENSMUSG00000018567.14	Gabarap	protein_coding	chr11	69991143	69994951	+	93.148512686291	57.1266371259527	98.623900695031	97.4533600062101
1580	ENSMUSG00000018570.17	2810408A11Rik	protein_coding	chr11	69897352	69900987	-	0.789738601199014	0.934425352035126	0.768857823787137	0.716816380589799
1581	ENSMUSG00000018572.10	Phf23	protein_coding	chr11	69995777	70000009	+	13.7795413225313	16.6507107001088	17.753013073864	17.483561574906
1582	ENSMUSG00000018574.14	Acadvl	protein_coding	chr11	70010183	70015411	-	9.1623707519719	8.46813508398088	9.73030301991198	9.49202255843525
1583	ENSMUSG00000018581.15	Dnah11	protein_coding	chr12	117877982	118199043	-	0.000717913872313065	0.000358624088980365	0.00131670487315684	0.000804256331797045
1584	ENSMUSG00000018583.5	G3bp1	protein_coding	chr11	55469685	55504838	+	9.2237476472206	11.1156227925892	7.9370211636333	8.20822996000051
1585	ENSMUSG00000018585.9	Atox1	protein_coding	chr11	55446641	55461239	-	5.07989127925405	5.08079767049325	4.71869813506425	4.80963823406684
1586	ENSMUSG00000018593.13	Sparc	protein_coding	chr11	55394500	55423183	-	59.0661657904067	39.0671722080191	65.7129581617939	64.4079560165866
1587	ENSMUSG00000018595.6	Glra4	protein_coding	chrX	136757674	136780141	-	0.00186531475059344	0.00256242953291772	0.00104534201589642	0.00104482672421811
1588	ENSMUSG00000018599.5	Mief2	protein_coding	chr11	60728398	60732951	+	3.24458144999076	3.81440401244868	3.64175346897173	3.51622034106559
1589	ENSMUSG00000018648.15	Dusp14	protein_coding	chr11	84048041	84069261	-	1.85939712305561	2.06731477327236	1.36022262763605	1.285434956603
1590	ENSMUSG00000018651.14	Tada2a	protein_coding	chr11	84078920	84129600	-	0.389476726169011	0.516858671345864	0.306315056946069	0.32237547200185
1591	ENSMUSG00000018659.12	Pnpo	protein_coding	chr11	96937825	96943986	-	2.268515961415	2.90295607977981	3.08009168146163	3.04809245421305
1592	ENSMUSG00000018661.17	Cog1	protein_coding	chr11	113649169	113667054	+	2.33264972783481	2.41739716753497	2.09447525962964	2.09738031740493
1593	ENSMUSG00000018666.13	Cbx1	protein_coding	chr11	96789127	96808640	+	5.93516277543811	4.93396220218462	5.84103405894871	6.00055965770949
1594	ENSMUSG00000018669.14	Cdk5rap3	protein_coding	chr11	96907426	96916496	-	4.60433830306805	4.60603149930422	5.24867828194164	5.24091478239711
1595	ENSMUSG00000018672.15	Copz2	protein_coding	chr11	96849870	96861203	+	0.0110936274159312	0.0118530171538115	0.0248679421912767	0.00828522792305948
1596	ENSMUSG00000018677.9	Slc25a39	protein_coding	chr11	102402985	102407946	-	47.4960449516527	45.8572590651697	41.6834469505001	42.0840236209828
1597	ENSMUSG00000018678.13	Sp2	protein_coding	chr11	96953341	96982959	-	0.767611060068493	0.79369952717015	0.583613833356832	0.594422024098731
1598	ENSMUSG00000018697.14	Aatf	protein_coding	chr11	84422855	84513522	-	0.596493853334648	0.810423231628572	0.411861664366532	0.40492711602176
1599	ENSMUSG00000018698.15	Lhx1	protein_coding	chr11	84518284	84525535	-	0.00577962025949286	0.00529307261674826	0.00971688004598465	0.00647472679989195
1600	ENSMUSG00000018707.13	Dync1h1	protein_coding	chr12	110601452	110666945	+	10.199136310884	8.2335513275279	10.2580719714957	9.56412856022954
1601	ENSMUSG00000018727.19	Cpsf4l	protein_coding	chr11	113698172	113710017	-	0.00176901758132472	0.00324019160354931	0.00198275213770746	0.00198177475837976
1602	ENSMUSG00000018733.10	Pex12	protein_coding	chr11	83294642	83302586	-	2.65881739133909	2.25623017082924	2.70215621236486	2.63286036173091
1603	ENSMUSG00000018736.14	Ndel1	protein_coding	chr11	68821434	68871858	-	2.0636528201537	1.29927769934315	2.19980478964417	2.17497814621559
1604	ENSMUSG00000018740.14	Slc25a35	protein_coding	chr11	68968131	68974365	+	0.0470574567711067	0.0492525756099347	0.0602777005355018	0.0715444848006348
1605	ENSMUSG00000018750.14	Zbtb4	protein_coding	chr11	69765912	69784023	+	4.81302496401591	2.01743836375284	6.30486825045036	6.29657582348817
1606	ENSMUSG00000018752.19	Tnfsfm13	protein_coding	chr11	69682577	69696098	-	0.0030994768509417	0.00993493405843841	0.00173697944465239	0.00694449286680224
1607	ENSMUSG00000018761.14	Mpdu1	protein_coding	chr11	69656697	69662642	-	14.4193218181644	7.94393197206783	10.9586760678479	11.2612608883263
1608	ENSMUSG00000018765.5	Fxr2	protein_coding	chr11	69632990	69653297	+	7.04864650200206	6.39667825734027	8.07722077672113	7.83048714808283
1609	ENSMUSG00000018770.9	Atp5g3	protein_coding	chr2	73908447	73911326	-	117.710752450521	118.832907230145	86.9272696429733	91.1079678267991
1610	ENSMUSG00000018774.13	Cd68	protein_coding	chr11	69664213	69666153	-	2.25741689145124	1.82008577219167	4.1765805049201	3.98092069189677
1611	ENSMUSG00000018776.10	Slc35g3	protein_coding	chr11	69759890	69761968	-	0.0403349629466629	0.00923485792686276	0.056510344252033	0.0451859904004009
1612	ENSMUSG00000018796.13	Acsl1	protein_coding	chr8	46471037	46536051	+	0.215941010828902	0.340918727684561	0.248533561401355	0.240828735082852
1613	ENSMUSG00000018800.14	Abca5	protein_coding	chr11	110269369	110337716	-	0.4837876265198	0.549193205467288	1.35181851648037	1.37725473352398
1614	ENSMUSG00000018809.2	Smyd4	protein_coding	chr11	75348433	75405705	+	0.280621039309907	0.348471088191466	0.190683930508492	0.182392518085429
1615	ENSMUSG00000018819.10	Lsp1	protein_coding	chr7	142460809	142494867	+	0.023379308929769	0.0439492252104535	0.0344789756755313	0.0282588232583634
1616	ENSMUSG00000018820.13	Zfyve27	protein_coding	chr19	42163951	42194590	+	2.74380695068948	1.65412976379474	2.88521724938116	3.08529290598206
1617	ENSMUSG00000018821.3	Avpi1	protein_coding	chr19	42123273	42129059	-	9.92653825102301	14.4472505127761	9.67678993875034	9.8789296753673
1618	ENSMUSG00000018830.10	Myh11	protein_coding	chr16	14194535	14291372	-	0.000649153110405879	0.000792673658705694	0.00557814759478642	0.0104235699841936
1619	ENSMUSG00000018841.17	Rad51d	protein_coding	chr11	82876434	82890614	-	1.72006145443732	2.02997546953676	1.37137932516982	1.1372864473157
1620	ENSMUSG00000018845.14	Unc45b	protein_coding	chr11	82910550	82943403	+	0.00701592383522677	0.00876177279336171	0.0285948912685537	0.0314388752495165
1621	ENSMUSG00000018846.8	Pank3	protein_coding	chr11	35769484	35791285	+	14.6065840728534	11.1420329408853	4.21753643702272	4.53525076458836
1622	ENSMUSG00000018848.4	Rars	protein_coding	chr11	35808381	35834506	-	10.0474994829728	10.4526007581189	7.9810923006172	7.96278159920687
1623	ENSMUSG00000018849.6	Wwc1	protein_coding	chr11	35838400	35980527	-	2.68531944915402	3.08318928858764	3.42650907948005	3.37411497184733
1624	ENSMUSG00000018858.15	Mrpl58	protein_coding	chr11	115403752	115412674	+	3.35846659365968	3.90597434947207	2.98506867817511	3.0941008167785
1625	ENSMUSG00000018861.8	Fdxr	protein_coding	chr11	115268024	115277050	-	1.09343454920482	1.97725818058712	0.936721877422132	0.894648567745939
1626	ENSMUSG00000018865.9	Sult4a1	protein_coding	chr15	84076097	84105754	-	0.00141309055203098	0.000647065946387727	0.000791910816034828	0.00079152045092249
1627	ENSMUSG00000018882.12	Mrpl45	protein_coding	chr11	97315716	97329920	+	5.55715065585265	5.80402628700376	5.10918122569964	5.06534666079065
1628	ENSMUSG00000018899.16	Irf1	protein_coding	chr11	53770014	53778374	+	7.78506760250694	2.88998250932706	5.00335287628099	4.80152495720624
1629	ENSMUSG00000018900.7	Slc22a5	protein_coding	chr11	53864542	53891660	-	0.261944483074647	0.336133435972781	0.331699341553525	0.315954514888562
1630	ENSMUSG00000018906.14	P4ha2	protein_coding	chr11	54100095	54131665	+	0.41284118599912	0.609072373822137	0.968589806481807	0.965138117608006
1631	ENSMUSG00000018909.15	Arrb1	protein_coding	chr7	99535466	99606771	+	0.410822670564565	0.427372206969624	0.452553825450573	0.430932272842407
1632	ENSMUSG00000018916.5	Csf2	protein_coding	chr11	54247271	54249667	-	0.690887749087028	0.840965630660345	0.725351306871754	0.744588177374219
1633	ENSMUSG00000018920.11	Cxcl16	protein_coding	chr11	70453983	70459984	-	4.31231567484208	0.888990112751506	3.84318555038565	3.61441238793862
1634	ENSMUSG00000018921.11	Pelp1	protein_coding	chr11	70392883	70410031	-	4.18518167622816	5.01013445733247	2.73232853084523	2.66801165170009
1635	ENSMUSG00000018923.13	Med11	protein_coding	chr11	70451919	70453727	+	14.3247568462268	10.2000129512788	11.379132957037	10.5685482956796
1636	ENSMUSG00000018927.3	Ccl6	protein_coding	chr11	83587882	83593087	-	0.245570568357017	0.250705545532645	0.0451214199253504	0.0405892599648558
1637	ENSMUSG00000018931.3	Natd1	protein_coding	chr11	60902246	60914750	-	6.89082713429735	2.59673215245195	6.36164929254381	6.4467478401048
1638	ENSMUSG00000018932.9	Map2k3	protein_coding	chr11	60932033	60952811	+	4.5350946957748	6.2322819636922	8.08514801501105	7.70043390319879
1639	ENSMUSG00000018965.11	Ywhah	protein_coding	chr5	33018816	33027966	+	18.4715924459982	15.0877716010839	15.669966429436	15.6596765866014
1640	ENSMUSG00000018974.7	Sart3	protein_coding	chr5	113742446	113772510	-	2.89386186193739	2.88386698709387	1.73502320506296	1.80365958788083
1641	ENSMUSG00000018983.9	E2f2	protein_coding	chr4	136172394	136196057	+	0.330298226875087	0.28708415286715	0.0774155655474497	0.085313548287145
1642	ENSMUSG00000018986.10	Slfn3	protein_coding	chr11	83191330	83215154	+	0.00703627039986278	0.00161098344291646	0.00492899997295687	0.000985314053601758
1643	ENSMUSG00000018995.12	Nars2	protein_coding	chr7	96951505	97064758	+	0.103240880099791	0.13758848096634	0.112603945110785	0.122290199709278
1644	ENSMUSG00000018999.14	Slc35b4	protein_coding	chr6	34153380	34177111	-	2.52709055344338	2.84725095580824	3.62018824332089	3.57092328460494
1645	ENSMUSG00000019039.14	Dalrd3	protein_coding	chr9	108569886	108572774	+	10.0126517611122	12.3127196788624	8.87219448982655	8.59959179008406
1646	ENSMUSG00000019054.13	Fis1	protein_coding	chr5	136953275	136966234	+	7.14367084975664	5.90553736174234	6.61854873121546	6.47943008260905
1647	ENSMUSG00000019055.15	Plod1	protein_coding	chr4	147909753	147936767	-	1.71888995941933	1.72975992707006	1.74834311216674	1.59975785244496
1648	ENSMUSG00000019066.13	Rab3d	protein_coding	chr9	21907491	21918192	-	1.06718411566034	1.40773547294985	1.76455490638263	1.8689797173239
1649	ENSMUSG00000019080.8	Mfsd3	protein_coding	chr15	76701465	76704239	+	2.87041277408101	3.05075895258154	4.50410667117847	4.19724748321994
1650	ENSMUSG00000019082.18	Slc25a22	protein_coding	chr7	141429744	141437892	-	3.98095391657156	3.40324008904886	4.06704975323827	3.7567814316351
1651	ENSMUSG00000019087.13	Atp6ap1	protein_coding	chrX	74297097	74304721	+	47.5450518396432	37.5519581274631	50.9205936051974	50.8677819749357
1652	ENSMUSG00000019088.13	Dnase1l1	protein_coding	chrX	74273217	74282337	-	1.50032572947004	1.37402332304053	1.05840156998252	1.00382758608259
1653	ENSMUSG00000019102.10	Aldh3a1	protein_coding	chr11	61207537	61218421	+	0.0385042507364781	0.278576395992217	0.0517876495504849	0.0474486111986569
1654	ENSMUSG00000019122.8	Ccl9	protein_coding	chr11	83572919	83578636	-	15.0713490444733	8.67697041904387	4.64620004363563	4.30310999993575
1655	ENSMUSG00000019132.11	BC005537	protein_coding	chr13	24801657	24816197	+	18.6914409809329	12.7124081790993	12.3937942897452	13.4128614638289
1656	ENSMUSG00000019139.10	Isyna1	protein_coding	chr8	70594373	70597290	+	26.3200221292079	37.5445760863637	28.558030375506	28.8819416882711
1657	ENSMUSG00000019143.15	Hars2	protein_coding	chr18	36783008	36792562	+	3.13849622795504	2.53684466370759	2.14847194768481	2.19409576696843
1658	ENSMUSG00000019158.9	Tmem160	protein_coding	chr7	16452779	16455494	+	12.7422010596893	8.41816994971521	13.0879788930542	12.7875603894067
1659	ENSMUSG00000019173.11	Rab5c	protein_coding	chr11	100715009	100738215	-	11.4883181328027	9.57847852987663	11.1993771404503	11.0967473275317
1660	ENSMUSG00000019179.10	Mdh2	protein_coding	chr5	135778480	135790398	+	23.257231690004	31.7397185287862	21.9210367903521	21.2799474935846
1661	ENSMUSG00000019188.16	H13	protein_coding	chr2	152669461	152708670	+	4.5714154746938	3.57479185837027	4.53852793649583	4.59795600652665
1662	ENSMUSG00000019189.13	Rnf145	protein_coding	chr11	44518964	44565520	+	1.64189879583484	1.30665027552423	1.31513054125085	1.36742458328204
1663	ENSMUSG00000019194.15	Scn1b	protein_coding	chr7	31116524	31127003	-	0.00599885864608971	0.00549385478729482	0.00448243135244678	0.00224011088968492
1664	ENSMUSG00000019210.10	Atp6v1e1	protein_coding	chr6	120794305	120822793	-	6.31165359818312	4.19529403819663	6.80465319198364	7.20176307194933
1665	ENSMUSG00000019214.14	Chtf18	protein_coding	chr17	25718926	25727419	-	3.06920905262975	6.62036993783363	1.16142630517848	0.936974845450348
